customerID,churn_probability,risk_flag,risk_band,threshold_used,model_name,MonthlyCharges,tenure,Contract,PaymentMethod,InternetService,tenure_bucket,services_count,customer_value,revenue_at_risk,top_risk_reasons,explanation_method,actual_churn
9497-QCMMS,0.9525,High,Critical,0.55,logistic_regression,93.55,1,Month-to-month,Electronic check,Fiber optic,0-12m,4,1122.6,1069.28,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,Yes
7878-RTCZG,0.3941,Low,Medium,0.55,logistic_regression,19.9,1,Month-to-month,Mailed check,No,0-12m,1,238.8,94.11,Tenure; Monthly Charges; Month-to-month contract,shap,No
1614-JBEBI,0.3941,Low,Medium,0.55,logistic_regression,20.7,8,Month-to-month,Mailed check,No,0-12m,1,248.4,97.89,Tenure; Monthly Charges; Month-to-month contract,shap,No
5919-VCZYM,0.3939,Low,Medium,0.55,logistic_regression,20.05,2,Month-to-month,Mailed check,No,0-12m,1,240.6,94.77,Tenure; Monthly Charges; Month-to-month contract,shap,No
0187-WZNAB,0.3938,Low,Medium,0.55,logistic_regression,74.4,27,Month-to-month,Mailed check,Fiber optic,25-48m,2,892.8,351.58,Month-to-month contract; Internet Service: Fiber optic; Tenure,shap,No
8974-OVACP,0.3928,Low,Medium,0.55,logistic_regression,20.15,1,Month-to-month,Mailed check,No,0-12m,1,241.8,94.98,Tenure; Monthly Charges; Month-to-month contract,shap,No
9708-KFDBY,0.3926,Low,Medium,0.55,logistic_regression,20.55,1,Month-to-month,Credit card (automatic),No,0-12m,1,246.6,96.82,Tenure; Monthly Charges; Month-to-month contract,shap,No
3572-UOLYZ,0.3925,Low,Medium,0.55,logistic_regression,84.8,46,Month-to-month,Bank transfer (automatic),Fiber optic,25-48m,4,1017.6,399.41,Month-to-month contract; Internet Service: Fiber optic; Internet Service: DSL,shap,No
9402-CXWPL,0.3925,Low,Medium,0.55,logistic_regression,98.9,70,One year,Electronic check,Fiber optic,48m+,5,1186.8,465.82,Total Charges; Internet Service: Fiber optic; Tenure band: 48m+,shap,No
0442-ZXKVS,0.3923,Low,Medium,0.55,logistic_regression,115.6,54,One year,Bank transfer (automatic),Fiber optic,48m+,8,1387.2,544.2,Services subscribed; Total Charges; Internet Service: Fiber optic,shap,No
4450-MDZFX,0.3923,Low,Medium,0.55,logistic_regression,74.35,60,Month-to-month,Bank transfer (automatic),Fiber optic,48m+,2,892.2,350.01,Month-to-month contract; Internet Service: Fiber optic; Tenure band: 48m+,shap,No
8439-LTUGF,0.3922,Low,Medium,0.55,logistic_regression,20.0,10,Month-to-month,Credit card (automatic),No,0-12m,1,240.0,94.13,Tenure; Monthly Charges; Month-to-month contract,shap,No
3936-QQFLL,0.392,Low,Medium,0.55,logistic_regression,19.75,2,Month-to-month,Mailed check,No,0-12m,1,237.0,92.9,Tenure; Monthly Charges; Month-to-month contract,shap,No
1153-GNOLC,0.3919,Low,Medium,0.55,logistic_regression,39.1,33,One year,Electronic check,DSL,25-48m,2,469.2,183.88,Monthly Charges; Contract: One year; Average monthly spend,shap,No
9426-SXNHE,0.3918,Low,Medium,0.55,logistic_regression,18.75,2,Month-to-month,Bank transfer (automatic),No,0-12m,1,225.0,88.16,Tenure; Monthly Charges; Month-to-month contract,shap,No
2592-YKDIF,0.3918,Low,Medium,0.55,logistic_regression,20.35,1,Month-to-month,Mailed check,No,0-12m,1,244.2,95.68,Tenure; Monthly Charges; Month-to-month contract,shap,No
3727-JEZTU,0.3916,Low,Medium,0.55,logistic_regression,20.4,1,Month-to-month,Mailed check,No,0-12m,1,244.8,95.86,Tenure; Monthly Charges; Month-to-month contract,shap,No
2700-LUEVA,0.3916,Low,Medium,0.55,logistic_regression,20.75,1,Month-to-month,Credit card (automatic),No,0-12m,1,249.0,97.51,Tenure; Monthly Charges; Month-to-month contract,shap,No
1963-VAUKV,0.3916,Low,Medium,0.55,logistic_regression,20.4,1,Month-to-month,Mailed check,No,0-12m,1,244.8,95.86,Tenure; Monthly Charges; Month-to-month contract,shap,Yes
4936-YPJNK,0.3915,Low,Medium,0.55,logistic_regression,19.9,10,Month-to-month,Mailed check,No,0-12m,1,238.8,93.49,Tenure; Monthly Charges; Month-to-month contract,shap,No
2220-IAHLS,0.3914,Low,Medium,0.55,logistic_regression,19.4,1,Month-to-month,Credit card (automatic),No,0-12m,1,232.8,91.12,Tenure; Monthly Charges; Month-to-month contract,shap,No
9753-OYLBX,0.3911,Low,Medium,0.55,logistic_regression,20.5,1,Month-to-month,Mailed check,No,0-12m,1,246.0,96.21,Tenure; Monthly Charges; Month-to-month contract,shap,No
2002-MZHWP,0.3911,Low,Medium,0.55,logistic_regression,20.5,1,Month-to-month,Mailed check,No,0-12m,1,246.0,96.21,Tenure; Monthly Charges; Month-to-month contract,shap,Yes
5481-NTDOH,0.391,Low,Medium,0.55,logistic_regression,107.05,67,One year,Credit card (automatic),Fiber optic,48m+,6,1284.6,502.28,Total Charges; Services subscribed; Internet Service: Fiber optic,shap,No
1666-JZPZT,0.391,Low,Medium,0.55,logistic_regression,49.0,27,Month-to-month,Mailed check,DSL,25-48m,2,588.0,229.91,Month-to-month contract; Monthly Charges; Tenure,shap,No
0870-VEMYL,0.3908,Low,Medium,0.55,logistic_regression,53.85,5,Month-to-month,Credit card (automatic),DSL,0-12m,3,646.2,252.53,Tenure; Month-to-month contract; Monthly Charges,shap,Yes
2576-HXMPA,0.3906,Low,Medium,0.55,logistic_regression,19.55,1,Month-to-month,Credit card (automatic),No,0-12m,1,234.6,91.63,Tenure; Monthly Charges; Month-to-month contract,shap,No
2303-PJYHN,0.3906,Low,Medium,0.55,logistic_regression,19.85,2,Month-to-month,Bank transfer (automatic),No,0-12m,1,238.2,93.04,Tenure; Monthly Charges; Month-to-month contract,shap,No
1194-SPVSP,0.3906,Low,Medium,0.55,logistic_regression,19.65,1,Month-to-month,Bank transfer (automatic),No,0-12m,1,235.8,92.1,Tenure; Monthly Charges; Month-to-month contract,shap,No
8739-QOTTN,0.3904,Low,Medium,0.55,logistic_regression,20.35,2,Month-to-month,Mailed check,No,0-12m,1,244.2,95.34,Tenure; Monthly Charges; Month-to-month contract,shap,No
0816-TSPHQ,0.3904,Low,Medium,0.55,logistic_regression,20.75,2,Month-to-month,Mailed check,No,0-12m,1,249.0,97.21,Tenure; Monthly Charges; Month-to-month contract,shap,No
8148-BPLZQ,0.3902,Low,Medium,0.55,logistic_regression,49.8,34,Month-to-month,Electronic check,DSL,25-48m,2,597.6,233.18,Month-to-month contract; Monthly Charges; Average monthly spend,shap,No
3717-OFRTN,0.3902,Low,Medium,0.55,logistic_regression,19.75,1,Month-to-month,Bank transfer (automatic),No,0-12m,1,237.0,92.48,Tenure; Monthly Charges; Month-to-month contract,shap,No
8250-ZNGGW,0.3897,Low,Medium,0.55,logistic_regression,59.9,5,Month-to-month,Credit card (automatic),DSL,0-12m,4,718.8,280.12,Tenure; Month-to-month contract; Senior Citizen,shap,No
8562-GHPPI,0.3894,Low,Medium,0.55,logistic_regression,19.8,1,Month-to-month,Credit card (automatic),No,0-12m,1,237.6,92.52,Tenure; Monthly Charges; Month-to-month contract,shap,No
7434-SHXLS,0.3891,Low,Medium,0.55,logistic_regression,20.9,1,Month-to-month,Mailed check,No,0-12m,1,250.8,97.59,Tenure; Monthly Charges; Month-to-month contract,shap,Yes
0426-TIRNE,0.3891,Low,Medium,0.55,logistic_regression,20.9,1,Month-to-month,Mailed check,No,0-12m,1,250.8,97.59,Tenure; Monthly Charges; Month-to-month contract,shap,Yes
7243-LCGGZ,0.3891,Low,Medium,0.55,logistic_regression,20.9,1,Month-to-month,Mailed check,No,0-12m,1,250.8,97.59,Tenure; Monthly Charges; Month-to-month contract,shap,No
5624-BQSSA,0.3889,Low,Medium,0.55,logistic_regression,20.95,1,Month-to-month,Mailed check,No,0-12m,1,251.4,97.77,Tenure; Monthly Charges; Month-to-month contract,shap,Yes
1409-PHXTF,0.3888,Low,Medium,0.55,logistic_regression,110.45,54,Two year,Electronic check,Fiber optic,48m+,7,1325.4,515.32,Services subscribed; Internet Service: Fiber optic; Total Charges,shap,No
6686-YPGHK,0.3888,Low,Medium,0.55,logistic_regression,85.5,47,Month-to-month,Mailed check,Fiber optic,25-48m,3,1026.0,398.91,Month-to-month contract; Internet Service: Fiber optic; Internet Service: DSL,shap,Yes
1134-YWTYF,0.3887,Low,Medium,0.55,logistic_regression,53.8,27,Month-to-month,Electronic check,DSL,25-48m,3,645.6,250.94,Month-to-month contract; Monthly Charges; Tenure,shap,No
2542-HYGIQ,0.3887,Low,Medium,0.55,logistic_regression,19.95,1,Month-to-month,Credit card (automatic),No,0-12m,1,239.4,93.05,Tenure; Monthly Charges; Month-to-month contract,shap,No
1349-WXNGG,0.3887,Low,Medium,0.55,logistic_regression,20.05,1,Month-to-month,Bank transfer (automatic),No,0-12m,1,240.6,93.52,Tenure; Monthly Charges; Month-to-month contract,shap,Yes
8992-OBVDG,0.3886,Low,Medium,0.55,logistic_regression,61.65,21,Month-to-month,Mailed check,DSL,13-24m,3,739.8,287.49,Tenure; Month-to-month contract; Streaming Movies: Yes,shap,No
7874-ECPQJ,0.3885,Low,Medium,0.55,logistic_regression,20.05,4,Month-to-month,Bank transfer (automatic),No,0-12m,1,240.6,93.47,Tenure; Monthly Charges; Month-to-month contract,shap,No
0853-NWIFK,0.388,Low,Medium,0.55,logistic_regression,100.3,45,One year,Electronic check,Fiber optic,25-48m,5,1203.6,467.0,Internet Service: Fiber optic; Services subscribed; Contract: One year,shap,No
7310-EGVHZ,0.3879,Low,Medium,0.55,logistic_regression,20.2,1,Month-to-month,Bank transfer (automatic),No,0-12m,1,242.4,94.03,Tenure; Monthly Charges; Month-to-month contract,shap,No
9818-XQCUV,0.3875,Low,Medium,0.55,logistic_regression,20.35,2,Month-to-month,Mailed check,No,0-12m,1,244.2,94.63,Tenure; Monthly Charges; Month-to-month contract,shap,No
4190-MFLUW,0.3874,Low,Medium,0.55,logistic_regression,55.2,10,Month-to-month,Credit card (automatic),DSL,0-12m,3,662.4,256.61,Tenure; Month-to-month contract; Monthly Charges,shap,Yes
3528-HFRIQ,0.3873,Low,Medium,0.55,logistic_regression,52.3,71,Month-to-month,Bank transfer (automatic),DSL,48m+,4,627.6,243.07,Month-to-month contract; Tenure band: 48m+; Monthly Charges,shap,No
2379-GYFLQ,0.3872,Low,Medium,0.55,logistic_regression,94.9,46,One year,Credit card (automatic),Fiber optic,25-48m,5,1138.8,440.94,Internet Service: Fiber optic; Services subscribed; Contract: One year,shap,No
9142-KZXOP,0.3871,Low,Medium,0.55,logistic_regression,68.85,44,Month-to-month,Credit card (automatic),Fiber optic,25-48m,1,826.2,319.82,Month-to-month contract; Internet Service: Fiber optic; Internet Service: DSL,shap,No
3179-GBRWV,0.387,Low,Medium,0.55,logistic_regression,64.95,21,Month-to-month,Bank transfer (automatic),DSL,13-24m,4,779.4,301.63,Tenure; Month-to-month contract; Streaming Movies: Yes,shap,No
3090-QFUVD,0.3869,Low,Medium,0.55,logistic_regression,20.3,1,Month-to-month,Credit card (automatic),No,0-12m,1,243.6,94.25,Tenure; Monthly Charges; Month-to-month contract,shap,No
1573-LGXBA,0.3867,Low,Medium,0.55,logistic_regression,97.55,57,One year,Credit card (automatic),Fiber optic,48m+,5,1170.6,452.67,Internet Service: Fiber optic; Total Charges; Tenure band: 48m+,shap,No
6776-TLWOI,0.3864,Low,Medium,0.55,logistic_regression,19.85,3,Month-to-month,Mailed check,No,0-12m,1,238.2,92.04,Tenure; Monthly Charges; Month-to-month contract,shap,Yes
1397-XKKWR,0.3863,Low,Medium,0.55,logistic_regression,35.3,7,One year,Mailed check,DSL,0-12m,2,423.6,163.64,Tenure; Monthly Charges; Contract: One year,shap,No
7395-XWZOY,0.386,Low,Medium,0.55,logistic_regression,55.0,20,Month-to-month,Credit card (automatic),DSL,13-24m,5,660.0,254.76,Tenure; Month-to-month contract; Services subscribed,shap,No
4710-NKCAW,0.386,Low,Medium,0.55,logistic_regression,64.4,5,Month-to-month,Credit card (automatic),DSL,0-12m,5,772.8,298.3,Tenure; Month-to-month contract; Services subscribed,shap,No
4785-NKHCX,0.3857,Low,Medium,0.55,logistic_regression,20.05,5,Month-to-month,Bank transfer (automatic),No,0-12m,1,240.6,92.8,Tenure; Monthly Charges; Month-to-month contract,shap,No
3307-TLCUD,0.3855,Low,Medium,0.55,logistic_regression,34.4,17,Month-to-month,Mailed check,DSL,13-24m,2,412.8,159.13,Tenure; Monthly Charges; Month-to-month contract,shap,No
4338-EYCER,0.3853,Low,Medium,0.55,logistic_regression,54.6,21,Month-to-month,Bank transfer (automatic),DSL,13-24m,2,655.2,252.45,Tenure; Month-to-month contract; Monthly Charges,shap,No
1309-XGFSN,0.385,Low,Medium,0.55,logistic_regression,80.85,52,One year,Electronic check,DSL,48m+,6,970.2,373.53,Services subscribed; Tenure band: 48m+; Contract: One year,shap,No
8735-IJJEG,0.3849,Low,Medium,0.55,logistic_regression,50.2,14,Month-to-month,Credit card (automatic),DSL,13-24m,2,602.4,231.86,Tenure; Month-to-month contract; Monthly Charges,shap,No
6907-CQGPN,0.3845,Low,Medium,0.55,logistic_regression,34.3,29,Month-to-month,Electronic check,DSL,25-48m,2,411.6,158.26,Monthly Charges; Month-to-month contract; Average monthly spend,shap,No
5569-IDSEY,0.3843,Low,Medium,0.55,logistic_regression,105.7,71,One year,Bank transfer (automatic),Fiber optic,48m+,6,1268.4,487.45,Total Charges; Services subscribed; Internet Service: Fiber optic,shap,No
6728-WYQBC,0.3843,Low,Medium,0.55,logistic_regression,20.95,1,Month-to-month,Bank transfer (automatic),No,0-12m,1,251.4,96.61,Tenure; Monthly Charges; Month-to-month contract,shap,No
6769-DCQLI,0.3841,Low,Medium,0.55,logistic_regression,105.0,52,One year,Bank transfer (automatic),Fiber optic,48m+,6,1260.0,483.97,Services subscribed; Internet Service: Fiber optic; Total Charges,shap,Yes
5067-DGXLL,0.3841,Low,Medium,0.55,logistic_regression,20.25,2,Month-to-month,Mailed check,No,0-12m,1,243.0,93.34,Tenure; Monthly Charges; Month-to-month contract,shap,No
7706-DZNKK,0.384,Low,Medium,0.55,logistic_regression,20.45,11,Month-to-month,Credit card (automatic),No,0-12m,1,245.4,94.23,Tenure; Monthly Charges; Month-to-month contract,shap,No
6322-PJJDJ,0.3837,Low,Medium,0.55,logistic_regression,94.8,49,Two year,Electronic check,Fiber optic,48m+,4,1137.6,436.5,Internet Service: Fiber optic; Tenure band: 48m+; Internet Service: DSL,shap,No
8410-BGQXN,0.3836,Low,Medium,0.55,logistic_regression,19.4,4,Month-to-month,Mailed check,No,0-12m,1,232.8,89.3,Tenure; Monthly Charges; Month-to-month contract,shap,No
4903-UYAVB,0.3836,Low,Medium,0.55,logistic_regression,19.35,5,Month-to-month,Mailed check,No,0-12m,1,232.2,89.07,Tenure; Monthly Charges; Month-to-month contract,shap,Yes
2342-CKIAO,0.3835,Low,Medium,0.55,logistic_regression,20.3,2,Month-to-month,Mailed check,No,0-12m,1,243.6,93.42,Tenure; Monthly Charges; Month-to-month contract,shap,No
2621-UDNLU,0.3835,Low,Medium,0.55,logistic_regression,20.85,3,Month-to-month,Mailed check,No,0-12m,1,250.2,95.95,Tenure; Monthly Charges; Month-to-month contract,shap,No
9138-EFSMO,0.3833,Low,Medium,0.55,logistic_regression,78.95,26,One year,Bank transfer (automatic),Fiber optic,25-48m,2,947.4,363.14,Internet Service: Fiber optic; Tenure; Contract: One year,shap,No
5445-GLVOT,0.3832,Low,Medium,0.55,logistic_regression,49.8,22,Month-to-month,Electronic check,DSL,13-24m,2,597.6,229.0,Tenure; Month-to-month contract; Monthly Charges,shap,No
8006-PYCSW,0.3832,Low,Medium,0.55,logistic_regression,20.1,2,Month-to-month,Mailed check,No,0-12m,1,241.2,92.43,Tenure; Monthly Charges; Month-to-month contract,shap,No
6097-EQISJ,0.3828,Low,Medium,0.55,logistic_regression,102.45,66,One year,Credit card (automatic),Fiber optic,48m+,6,1229.4,470.61,Services subscribed; Total Charges; Internet Service: Fiber optic,shap,Yes
1784-BXEFA,0.3827,Low,Medium,0.55,logistic_regression,20.55,10,Month-to-month,Mailed check,No,0-12m,1,246.6,94.37,Tenure; Monthly Charges; Month-to-month contract,shap,No
2654-VBVPB,0.3826,Low,Medium,0.55,logistic_regression,19.9,1,Month-to-month,Bank transfer (automatic),No,0-12m,1,238.8,91.36,Tenure; Monthly Charges; Month-to-month contract,shap,No
0114-RSRRW,0.3826,Low,Medium,0.55,logistic_regression,19.95,10,Month-to-month,Bank transfer (automatic),No,0-12m,1,239.4,91.59,Tenure; Monthly Charges; Month-to-month contract,shap,No
4377-VDHYI,0.3826,Low,Medium,0.55,logistic_regression,90.8,32,One year,Electronic check,Fiber optic,25-48m,4,1089.6,416.88,Internet Service: Fiber optic; Contract: One year; Internet Service: DSL,shap,No
7017-VFULY,0.3823,Low,Medium,0.55,logistic_regression,20.1,2,Month-to-month,Bank transfer (automatic),No,0-12m,1,241.2,92.21,Tenure; Monthly Charges; Month-to-month contract,shap,No
6797-UCJHZ,0.3822,Low,Medium,0.55,logistic_regression,104.6,66,One year,Credit card (automatic),Fiber optic,48m+,6,1255.2,479.74,Total Charges; Services subscribed; Internet Service: Fiber optic,shap,No
1796-JANOW,0.3819,Low,Medium,0.55,logistic_regression,19.95,2,Month-to-month,Mailed check,No,0-12m,1,239.4,91.43,Tenure; Monthly Charges; Month-to-month contract,shap,No
5702-SKUOB,0.3819,Low,Medium,0.55,logistic_regression,19.6,4,Month-to-month,Mailed check,No,0-12m,1,235.2,89.82,Tenure; Monthly Charges; Month-to-month contract,shap,No
7611-YKYTC,0.3816,Low,Medium,0.55,logistic_regression,75.0,22,Month-to-month,Bank transfer (automatic),Fiber optic,13-24m,2,900.0,343.44,Tenure; Month-to-month contract; Internet Service: Fiber optic,shap,No
3466-BYAVD,0.3809,Low,Medium,0.55,logistic_regression,69.5,15,Month-to-month,Mailed check,DSL,13-24m,5,834.0,317.67,Tenure; Month-to-month contract; Services subscribed,shap,No
2446-ZKVAF,0.3807,Low,Medium,0.55,logistic_regression,56.8,18,Month-to-month,Credit card (automatic),DSL,13-24m,3,681.6,259.49,Tenure; Month-to-month contract; Monthly Charges,shap,No
7824-PANSQ,0.3806,Low,Medium,0.55,logistic_regression,80.65,58,Month-to-month,Bank transfer (automatic),Fiber optic,48m+,3,967.8,368.34,Month-to-month contract; Internet Service: Fiber optic; Tenure band: 48m+,shap,No
3521-MNKLV,0.3803,Low,Medium,0.55,logistic_regression,49.7,24,Month-to-month,Mailed check,DSL,13-24m,2,596.4,226.81,Month-to-month contract; Tenure; Monthly Charges,shap,No
3468-DRVQJ,0.3803,Low,Medium,0.55,logistic_regression,70.3,10,One year,Electronic check,DSL,0-12m,5,843.6,320.82,Tenure; Services subscribed; Contract: One year,shap,No
3806-YAZOV,0.3803,Low,Medium,0.55,logistic_regression,18.8,3,Month-to-month,Mailed check,No,0-12m,1,225.6,85.8,Tenure; Monthly Charges; Month-to-month contract,shap,No
1810-BOHSY,0.3799,Low,Medium,0.55,logistic_regression,96.4,51,One year,Credit card (automatic),Fiber optic,48m+,5,1156.8,439.47,Internet Service: Fiber optic; Tenure band: 48m+; Services subscribed,shap,No
4826-TZEVA,0.3798,Low,Medium,0.55,logistic_regression,74.8,40,Month-to-month,Credit card (automatic),Fiber optic,25-48m,2,897.6,340.91,Month-to-month contract; Internet Service: Fiber optic; Internet Service: DSL,shap,No
6345-ULYRW,0.3798,Low,Medium,0.55,logistic_regression,88.4,44,One year,Mailed check,Fiber optic,25-48m,4,1060.8,402.89,Internet Service: Fiber optic; Contract: One year; Internet Service: DSL,shap,Yes
0188-GWFLE,0.3797,Low,Medium,0.55,logistic_regression,20.05,2,Month-to-month,Mailed check,No,0-12m,1,240.6,91.36,Tenure; Monthly Charges; Month-to-month contract,shap,No
3890-RTCMS,0.3797,Low,Medium,0.55,logistic_regression,49.45,16,Month-to-month,Mailed check,DSL,13-24m,2,593.4,225.31,Tenure; Month-to-month contract; Monthly Charges,shap,No
5734-EJKXG,0.3794,Low,Medium,0.55,logistic_regression,118.6,61,One year,Electronic check,Fiber optic,48m+,8,1423.2,539.96,Services subscribed; Total Charges; Internet Service: Fiber optic,shap,No
8433-WPJTV,0.3793,Low,Medium,0.55,logistic_regression,103.9,65,One year,Bank transfer (automatic),Fiber optic,48m+,6,1246.8,472.91,Total Charges; Services subscribed; Internet Service: Fiber optic,shap,No
3126-WQMGH,0.3793,Low,Medium,0.55,logistic_regression,52.15,49,Month-to-month,Credit card (automatic),DSL,48m+,2,625.8,237.37,Month-to-month contract; Monthly Charges; Tenure band: 48m+,shap,No
3794-NFNCH,0.3792,Low,Medium,0.55,logistic_regression,50.0,30,Month-to-month,Mailed check,DSL,25-48m,2,600.0,227.52,Month-to-month contract; Monthly Charges; Average monthly spend,shap,No
5222-JCXZT,0.3792,Low,Medium,0.55,logistic_regression,19.0,4,Month-to-month,Mailed check,No,0-12m,1,228.0,86.46,Tenure; Monthly Charges; Month-to-month contract,shap,No
5343-SGUBI,0.3792,Low,Medium,0.55,logistic_regression,80.2,52,One year,Mailed check,Fiber optic,48m+,3,962.4,364.94,Internet Service: Fiber optic; Tenure band: 48m+; Contract: One year,shap,No
0137-UDEUO,0.379,Low,Medium,0.55,logistic_regression,19.85,3,Month-to-month,Mailed check,No,0-12m,1,238.2,90.28,Tenure; Monthly Charges; Month-to-month contract,shap,Yes
4797-MIWUM,0.3788,Low,Medium,0.55,logistic_regression,20.25,7,Month-to-month,Bank transfer (automatic),No,0-12m,1,243.0,92.05,Tenure; Monthly Charges; Month-to-month contract,shap,No
6959-GQEGV,0.3787,Low,Medium,0.55,logistic_regression,75.95,45,Month-to-month,Electronic check,DSL,25-48m,5,911.4,345.15,Month-to-month contract; Services subscribed; Streaming Movies: Yes,shap,No
0365-TRTPY,0.3786,Low,Medium,0.55,logistic_regression,91.2,37,Month-to-month,Bank transfer (automatic),Fiber optic,25-48m,5,1094.4,414.34,Month-to-month contract; Internet Service: Fiber optic; Services subscribed,shap,No
3865-ZYKAD,0.3782,Low,Medium,0.55,logistic_regression,84.9,69,Month-to-month,Credit card (automatic),Fiber optic,48m+,4,1018.8,385.31,Month-to-month contract; Internet Service: Fiber optic; Total Charges,shap,No
8070-AAWZP,0.3781,Low,Medium,0.55,logistic_regression,34.25,24,Month-to-month,Mailed check,DSL,13-24m,2,411.0,155.4,Monthly Charges; Month-to-month contract; Tenure,shap,No
1385-TQOZW,0.3779,Low,Medium,0.55,logistic_regression,20.45,9,Month-to-month,Credit card (automatic),No,0-12m,1,245.4,92.74,Tenure; Monthly Charges; Month-to-month contract,shap,No
7241-AJHFS,0.3779,Low,Medium,0.55,logistic_regression,87.65,32,Month-to-month,Bank transfer (automatic),Fiber optic,25-48m,4,1051.8,397.48,Month-to-month contract; Internet Service: Fiber optic; Internet Service: DSL,shap,No
9700-ZCLOT,0.3778,Low,Medium,0.55,logistic_regression,20.0,2,Month-to-month,Mailed check,No,0-12m,1,240.0,90.67,Tenure; Monthly Charges; Month-to-month contract,shap,No
4567-AKPIA,0.3778,Low,Medium,0.55,logistic_regression,109.1,41,One year,Bank transfer (automatic),Fiber optic,25-48m,7,1309.2,494.62,Services subscribed; Internet Service: Fiber optic; Contract: One year,shap,No
6734-CKRSM,0.3778,Low,Medium,0.55,logistic_regression,20.0,3,Month-to-month,Mailed check,No,0-12m,1,240.0,90.67,Tenure; Monthly Charges; Month-to-month contract,shap,No
3199-NPKCN,0.3778,Low,Medium,0.55,logistic_regression,111.25,67,One year,Electronic check,Fiber optic,48m+,7,1335.0,504.36,Services subscribed; Total Charges; Internet Service: Fiber optic,shap,No
8785-EPNCG,0.3775,Low,Medium,0.55,logistic_regression,23.15,11,Month-to-month,Credit card (automatic),No,0-12m,2,277.8,104.87,Tenure; Monthly Charges; Month-to-month contract,shap,Yes
2839-RFSQE,0.3774,Low,Medium,0.55,logistic_regression,20.65,2,Month-to-month,Mailed check,No,0-12m,1,247.8,93.52,Tenure; Monthly Charges; Month-to-month contract,shap,Yes
6680-NENYN,0.3774,Low,Medium,0.55,logistic_regression,104.6,43,Two year,Electronic check,Fiber optic,25-48m,6,1255.2,473.71,Services subscribed; Internet Service: Fiber optic; Internet Service: DSL,shap,Yes
7789-CRUVC,0.3773,Low,Medium,0.55,logistic_regression,94.2,61,Month-to-month,Credit card (automatic),Fiber optic,48m+,6,1130.4,426.5,Services subscribed; Month-to-month contract; Internet Service: Fiber optic,shap,No
2155-AMQRX,0.3768,Low,Medium,0.55,logistic_regression,54.9,28,Month-to-month,Credit card (automatic),DSL,25-48m,3,658.8,248.24,Month-to-month contract; Monthly Charges; Tenure,shap,No
1229-RCALF,0.3763,Low,Medium,0.55,logistic_regression,115.0,64,One year,Electronic check,Fiber optic,48m+,8,1380.0,519.29,Services subscribed; Total Charges; Internet Service: Fiber optic,shap,No
4701-MLJPN,0.3762,Low,Medium,0.55,logistic_regression,55.25,31,Month-to-month,Electronic check,DSL,25-48m,3,663.0,249.42,Month-to-month contract; Monthly Charges; Paperless Billing: No,shap,Yes
7175-NTIXE,0.3761,Low,Medium,0.55,logistic_regression,76.15,25,Month-to-month,Credit card (automatic),DSL,25-48m,5,913.8,343.68,Month-to-month contract; Tenure; Services subscribed,shap,No
4195-SMMNX,0.376,Low,Medium,0.55,logistic_regression,20.35,2,Month-to-month,Mailed check,No,0-12m,1,244.2,91.82,Tenure; Monthly Charges; Month-to-month contract,shap,Yes
3948-FVVRP,0.3757,Low,Medium,0.55,logistic_regression,54.8,9,Month-to-month,Mailed check,DSL,0-12m,3,657.6,247.06,Tenure; Month-to-month contract; Monthly Charges,shap,No
7776-QGYJC,0.3756,Low,Medium,0.55,logistic_regression,81.5,39,Month-to-month,Bank transfer (automatic),Fiber optic,25-48m,3,978.0,367.34,Month-to-month contract; Internet Service: Fiber optic; Internet Service: DSL,shap,No
5198-HQAEN,0.3754,Low,Medium,0.55,logistic_regression,89.7,35,One year,Electronic check,Fiber optic,25-48m,4,1076.4,404.08,Internet Service: Fiber optic; Contract: One year; Internet Service: DSL,shap,No
7234-KMNRQ,0.3752,Low,Medium,0.55,logistic_regression,19.0,4,Month-to-month,Mailed check,No,0-12m,1,228.0,85.55,Tenure; Monthly Charges; Month-to-month contract,shap,No
1735-XMJVH,0.3751,Low,Medium,0.55,logistic_regression,19.35,8,Month-to-month,Mailed check,No,0-12m,1,232.2,87.1,Tenure; Monthly Charges; Month-to-month contract,shap,No
8992-VONJD,0.3746,Low,Medium,0.55,logistic_regression,56.0,13,Month-to-month,Electronic check,DSL,13-24m,3,672.0,251.73,Tenure; Month-to-month contract; Monthly Charges,shap,No
5732-IKGQH,0.3746,Low,Medium,0.55,logistic_regression,104.45,52,One year,Bank transfer (automatic),Fiber optic,48m+,6,1253.4,469.52,Services subscribed; Internet Service: Fiber optic; Total Charges,shap,No
9770-LXDBK,0.3746,Low,Medium,0.55,logistic_regression,20.4,3,Month-to-month,Mailed check,No,0-12m,1,244.8,91.7,Tenure; Monthly Charges; Month-to-month contract,shap,No
6394-HHHZM,0.3739,Low,Medium,0.55,logistic_regression,20.7,3,Month-to-month,Mailed check,No,0-12m,1,248.4,92.88,Tenure; Monthly Charges; Month-to-month contract,shap,No
3230-WYKIR,0.3736,Low,Medium,0.55,logistic_regression,82.0,18,One year,Credit card (automatic),DSL,13-24m,6,984.0,367.62,Tenure; Services subscribed; Contract: One year,shap,Yes
0699-NDKJM,0.3734,Low,Medium,0.55,logistic_regression,58.75,57,Month-to-month,Bank transfer (automatic),DSL,48m+,5,705.0,263.25,Month-to-month contract; Tenure band: 48m+; Services subscribed,shap,No
